,year,developer,publisher,platform_count,categories_count,tags_count,average_playtime,median_playtime,owners_mid,total_ratings
7824,0,0,0,1,0,0,0,0,0,1
7825,1,0,1,1,1,0,1,1,1,1
7826,1,0,0,1,0,0,1,1,1,1
7827,1,0,0,1,0,0,1,1,1,1
7828,1,0,0,1,1,0,0,0,0,0
7829,1,0,0,1,1,0,0,0,0,0
7830,1,0,0,1,1,0,1,1,1,1
7831,1,0,0,0,0,0,0,0,1,1
7832,1,0,0,1,0,0,0,0,0,0
7833,1,0,0,1,1,1,1,1,0,1
7834,0,0,0,0,0,0,0,0,0,0
7835,0,0,0,1,0,0,0,0,0,0
7836,0,0,0,1,1,0,0,0,0,1
7837,1,0,0,1,0,0,0,0,0,1
7838,1,0,0,1,1,0,1,1,0,1
7839,1,0,0,0,1,0,0,0,0,0
7840,1,0,0,0,0,0,1,1,0,1
7841,1,0,0,0,0,0,0,0,1,1
7842,0,0,1,0,1,0,1,1,1,1
7843,1,0,0,0,0,0,0,0,1,1
7844,1,0,0,0,1,0,0,0,0,0
7845,1,0,0,0,0,0,1,1,1,1
7846,0,0,0,0,0,0,0,0,1,1
7847,1,0,0,1,0,0,1,1,1,1
7848,1,0,0,1,0,0,1,1,0,0
7849,1,0,0,1,0,0,0,0,0,0
7850,1,1,0,0,1,0,1,1,1,1
7851,0,0,0,1,0,0,0,0,0,1
7852,1,0,1,1,1,0,1,1,1,1
7853,0,0,1,0,1,0,0,0,0,1
7854,1,0,0,1,0,0,1,1,1,1
7855,1,0,0,1,0,0,0,0,0,0
7856,1,0,0,0,1,0,1,1,1,1
7857,1,0,0,1,1,0,1,1,0,1
7858,1,0,0,1,0,0,0,0,0,0
7859,1,0,0,1,0,0,0,0,0,1
7860,1,0,0,0,1,0,0,0,0,0
7861,1,0,0,0,0,0,1,1,1,0
7862,1,0,0,1,1,0,0,0,0,1
7863,1,0,0,0,1,1,0,0,0,0
7864,1,0,0,1,0,0,0,0,0,0
7865,1,0,0,0,0,0,0,0,0,1
7866,1,0,0,0,0,1,1,1,1,1
7867,1,0,0,0,0,0,1,1,0,0
7868,1,0,0,0,0,0,0,0,0,0
7869,1,0,0,1,0,0,0,0,0,0
7870,1,0,0,0,0,0,0,0,1,1
7871,1,0,0,1,0,0,0,0,0,0
7872,1,0,0,0,1,0,0,0,0,1
7873,0,0,0,0,1,0,0,0,0,1
7874,1,0,1,1,0,0,1,1,1,1
7875,1,0,0,1,0,0,0,0,0,1
7876,1,0,0,0,0,0,0,0,0,0
7877,1,0,0,1,0,1,0,0,0,0
7878,1,0,0,1,0,1,0,0,0,0
7879,0,0,0,0,1,0,1,1,0,1
7880,1,1,1,1,0,0,1,1,1,1
7881,1,0,0,0,0,1,1,1,1,1
7882,0,1,1,1,1,0,1,1,1,1
7883,1,0,0,0,0,0,0,0,0,0
7884,1,0,0,0,0,0,0,0,0,1
7885,1,0,0,1,1,0,0,0,0,0
7886,1,0,0,1,0,0,0,0,0,1
7887,1,0,0,0,0,0,0,0,0,1
7888,0,1,0,1,1,0,1,1,1,1
7889,1,0,0,0,0,1,0,0,0,1
7890,1,0,0,1,1,0,1,1,1,1
7891,1,0,0,0,1,0,0,0,0,1
7892,1,1,1,0,0,0,0,0,0,1
7893,1,0,0,0,1,0,0,0,0,1
7894,1,0,1,1,1,0,1,1,1,1
7895,1,0,0,0,1,0,0,0,0,0
7896,1,0,0,1,0,0,0,0,0,0
7897,1,0,1,0,1,0,1,1,1,1
7898,1,0,0,1,1,0,0,0,0,1
7899,1,0,0,0,0,0,0,0,0,1
7900,1,0,1,0,1,0,1,1,0,1
7901,1,0,1,1,0,0,1,1,0,1
7902,1,0,0,1,1,0,0,0,0,0
7903,0,0,0,1,0,0,0,0,0,0
7904,1,0,0,0,0,0,1,1,1,1
7905,1,0,0,1,0,0,1,1,0,1
7906,1,0,0,1,1,0,1,1,1,1
7907,1,0,0,1,0,0,0,0,1,1
7908,0,0,0,0,1,0,1,1,1,1
7909,1,0,0,0,0,0,0,0,0,1
7910,0,0,0,0,1,0,0,0,0,1
7911,0,0,0,0,0,0,0,0,0,0
7912,1,0,0,1,1,0,0,0,0,1
7913,1,0,0,1,0,0,0,0,0,0
7914,1,0,0,0,1,0,0,0,0,1
7915,0,0,1,1,1,0,0,0,1,1
7916,0,0,1,0,1,0,0,0,1,1
7917,1,0,0,0,0,0,0,0,0,0
7918,1,0,0,1,1,0,0,0,0,0
7919,1,0,0,1,1,0,0,0,1,1
7920,1,0,0,0,0,0,0,0,0,1
7921,0,0,1,1,0,0,0,0,0,1
7922,1,0,0,1,0,0,1,1,0,1
7923,1,0,0,0,0,0,0,0,0,1
7924,1,0,1,1,0,0,0,0,1,1
7925,1,0,0,0,0,0,0,0,0,0
7926,0,0,0,0,1,0,1,1,1,1
7927,1,0,0,1,1,0,0,0,1,1
7928,0,0,0,0,1,0,0,0,1,1
7929,0,0,1,0,1,0,0,0,1,1
7930,0,0,0,0,0,0,0,0,0,1
7931,1,0,0,0,0,0,1,1,1,1
7932,1,0,0,1,1,0,0,0,0,0
7933,1,0,0,1,0,0,0,0,0,1
7934,1,0,0,0,1,0,0,0,0,0
7935,1,0,0,0,0,0,0,0,0,1
7936,1,0,0,0,0,0,0,0,0,0
7937,1,0,1,0,1,0,0,0,1,1
7938,1,0,1,0,0,0,0,0,0,1
7939,1,0,1,0,0,0,0,0,0,0
7940,1,0,0,0,0,0,0,0,0,0
7941,1,0,0,0,1,0,0,0,0,1
7942,1,0,0,0,0,0,0,0,1,1
7943,1,0,0,1,1,0,0,0,0,1
7944,1,0,0,1,0,0,1,1,1,1
7945,1,0,0,0,0,0,0,0,0,0
7946,1,0,0,1,0,0,1,1,1,0
7947,0,0,0,0,0,0,0,0,0,0
7948,0,0,0,1,0,0,0,0,0,1
7949,0,0,0,1,1,0,0,0,0,0
7950,1,0,0,0,0,0,0,0,0,0
7951,0,0,0,1,1,0,0,0,1,1
7952,1,0,0,0,0,0,1,1,1,0
7953,1,0,1,1,0,0,0,0,1,1
7954,1,1,0,1,1,0,0,0,0,1
7955,1,0,0,1,1,0,1,1,0,1
7956,1,0,1,1,1,0,1,1,1,1
7957,0,0,0,0,0,0,0,0,0,1
7958,0,1,1,1,1,0,0,0,0,1
7959,0,0,0,0,1,0,0,0,0,1
7960,1,0,0,1,0,0,0,0,0,0
7961,0,0,0,1,0,0,0,0,1,1
7962,0,0,0,0,1,0,0,0,0,1
7963,1,0,0,0,0,0,0,0,0,1
7964,1,0,0,1,0,0,0,0,0,1
7965,1,0,0,1,1,0,0,0,0,0
7966,1,0,0,1,0,0,1,1,1,1
7967,1,0,0,0,1,0,1,1,1,1
7968,1,0,0,1,1,0,1,1,1,1
7969,0,0,0,0,1,0,0,0,0,1
7970,1,0,0,0,0,0,1,1,1,1
7971,1,0,0,0,0,0,1,1,1,1
7972,1,0,0,1,0,0,1,1,1,1
7973,1,0,0,1,1,0,1,1,1,1
7974,1,0,0,0,1,0,0,0,0,0
7975,0,0,0,0,1,0,1,1,1,1
7976,1,0,1,0,1,0,1,1,0,1
7977,1,0,0,1,0,0,0,0,1,1
7978,1,0,0,0,0,0,0,0,0,0
7979,1,0,0,0,0,0,1,1,1,1
7980,1,0,0,0,0,0,0,0,0,0
7981,1,0,0,0,0,1,0,0,0,0
7982,1,0,0,0,0,0,0,0,0,0
7983,1,0,0,1,0,0,1,1,1,1
7984,1,0,0,0,0,0,0,0,0,0
7985,0,0,1,0,1,0,0,0,0,1
7986,1,0,0,0,0,0,0,0,0,1
7987,1,0,0,0,0,0,0,0,0,0
7988,1,0,0,0,0,0,0,0,0,0
7989,1,0,0,0,0,0,0,0,1,1
7990,1,0,0,0,1,0,0,0,1,1
7991,1,0,0,1,0,0,0,0,0,0
7992,1,0,0,0,0,0,0,0,0,0
7993,0,0,0,0,0,0,0,0,0,0
7994,1,0,1,0,0,0,1,1,1,1
7995,1,0,1,0,1,0,1,1,1,1
7996,1,0,0,0,0,0,0,0,0,0
7997,1,0,0,1,0,0,1,1,1,1
7998,1,1,1,1,0,0,1,1,1,1
7999,1,0,0,0,0,0,0,0,0,0
8000,1,0,0,0,0,1,0,0,0,0
8001,1,0,1,1,0,0,1,1,1,1
8002,1,0,0,0,1,0,1,1,1,1
8003,1,0,0,1,0,0,0,0,0,0
8004,0,0,0,0,1,0,1,1,1,1
8005,1,0,0,0,0,0,0,0,0,0
8006,1,0,0,1,0,0,0,0,0,0
8007,1,0,0,1,0,0,0,0,1,1
8008,1,0,0,1,0,0,0,0,0,1
8009,1,0,0,1,1,0,0,0,0,0
8010,1,0,0,1,1,0,0,0,1,1
8011,1,0,0,0,0,0,0,0,0,0
8012,1,0,0,0,1,0,1,1,1,1
8013,1,0,1,0,0,0,1,1,1,1
8014,1,0,0,0,0,0,0,0,0,1
8015,1,0,0,1,1,0,0,0,0,1
8016,0,0,0,0,0,0,0,0,1,1
8017,0,0,0,0,0,0,1,1,1,1
8018,0,0,0,1,0,0,0,0,0,0
8019,1,0,0,1,1,0,0,0,1,1
8020,1,0,0,0,0,1,0,0,0,1
8021,1,0,0,1,1,0,0,0,0,1
8022,0,0,0,0,0,0,0,0,0,0
8023,1,0,0,1,1,0,0,0,1,1
8024,1,0,0,0,1,0,0,0,0,1
8025,1,0,0,0,1,0,0,0,0,0
8026,1,0,0,0,0,0,0,0,0,0
8027,1,0,0,1,0,0,0,0,0,0
8028,1,0,0,1,0,0,0,0,0,1
8029,1,0,0,1,1,0,0,0,0,1
8030,1,0,0,1,1,0,0,0,0,0
8031,1,0,0,1,1,0,1,1,1,1
8032,1,0,0,1,1,0,1,1,1,1
8033,1,0,0,1,0,0,1,1,0,1
8034,1,0,1,1,0,0,1,1,1,1
8035,1,0,0,1,0,0,0,0,0,1
8036,1,0,0,0,0,0,0,0,0,0
8037,0,0,0,0,0,0,0,0,0,0
8038,1,0,0,1,0,0,0,0,0,1
8039,1,0,0,0,0,0,0,0,1,1
8040,1,0,0,0,0,0,0,0,0,0
8041,1,0,0,0,0,0,0,0,0,0
8042,1,0,0,1,1,0,0,0,0,1
8043,1,0,0,0,0,0,0,0,0,1
8044,1,0,0,0,0,0,0,0,0,0
8045,1,0,0,0,0,0,0,0,1,1
8046,1,0,1,1,1,0,0,0,0,1
8047,1,0,0,0,0,0,0,0,1,1
8048,0,0,0,1,0,0,0,0,1,1
8049,0,0,0,1,1,0,0,0,0,0
8050,1,0,0,0,0,0,0,0,0,1
8051,1,0,0,0,0,0,0,0,0,0
8052,0,0,0,1,1,0,1,1,1,1
8053,1,0,0,1,0,0,1,1,1,1
8054,1,0,0,1,0,0,1,1,1,0
8055,1,0,0,0,0,0,1,1,1,1
8056,1,0,0,1,0,0,0,0,0,0
8057,1,0,0,1,0,0,0,0,0,0
8058,1,0,0,1,1,0,0,0,0,0
8059,1,0,0,0,0,0,0,0,0,1
8060,1,0,0,1,0,0,0,0,0,0
8061,1,0,0,1,1,0,1,1,1,1
8062,0,0,1,0,1,0,1,1,1,1
8063,1,0,0,0,0,0,0,0,1,1
8064,0,0,0,1,1,0,1,1,1,1
8065,1,0,0,1,0,0,0,0,0,1
8066,1,0,0,0,0,0,0,0,0,0
8067,1,0,0,0,0,0,0,0,0,0
8068,1,0,0,1,0,0,0,0,0,1
8069,1,1,1,0,1,0,1,1,0,1
8070,1,0,0,0,0,0,0,0,0,1
8071,1,0,1,0,1,0,1,1,1,1
8072,1,0,1,0,0,0,0,0,0,1
8073,1,0,1,0,0,0,1,1,1,1
8074,1,0,0,1,0,0,0,0,0,0
8075,1,0,0,1,0,0,1,1,1,1
8076,1,0,0,1,0,0,0,0,0,1
8077,0,0,0,0,1,0,1,1,1,1
8078,1,0,1,0,1,0,1,1,1,1
8079,1,0,0,0,0,0,0,0,0,0
8080,1,0,0,0,1,0,1,1,1,1
8081,1,0,0,0,0,0,1,1,1,1
8082,1,0,1,1,0,0,1,1,1,1
8083,1,0,0,0,1,0,1,1,1,1
8084,0,0,0,0,1,0,1,1,1,1
8085,1,0,0,1,1,0,0,0,0,0
8086,1,0,0,1,0,0,0,0,0,0
8087,1,0,0,1,0,0,0,0,1,1
8088,1,0,0,1,1,0,0,0,0,1
8089,1,0,0,1,0,1,0,0,0,1
8090,1,0,0,0,0,0,0,0,0,1
8091,1,0,0,0,0,0,1,1,1,1
8092,0,0,0,0,0,0,0,0,0,1
8093,1,0,0,0,0,0,0,0,0,0
8094,1,0,0,1,0,0,0,0,0,0
8095,0,0,1,1,1,0,1,1,1,1
8096,1,0,0,0,1,0,1,1,1,1
8097,1,0,0,1,1,0,0,0,0,0
8098,1,0,1,0,0,0,0,0,0,1
8099,1,0,0,0,0,0,0,0,0,1
8100,1,0,0,0,0,1,0,0,0,0
8101,0,1,0,0,1,0,1,1,1,1
8102,1,0,0,1,1,0,0,0,0,1
8103,1,0,0,1,1,0,0,0,0,1
8104,1,0,0,0,0,0,0,0,0,1
8105,1,0,0,1,0,0,0,0,0,1
8106,1,0,0,0,0,1,0,0,0,1
8107,1,0,1,0,0,0,0,0,0,1
8108,1,0,0,0,1,0,0,0,1,1
8109,1,0,0,1,1,0,0,0,0,1
8110,1,0,1,1,0,0,1,1,0,1
8111,1,0,0,1,0,0,0,0,1,1
8112,1,0,0,1,0,0,1,1,1,1
8113,1,0,0,0,0,0,1,1,1,1
8114,1,0,0,1,0,0,0,0,0,1
8115,1,0,0,0,0,0,1,1,1,0
8116,1,0,0,1,0,0,0,0,0,0
8117,1,0,0,0,1,0,0,0,0,1
8118,1,0,1,1,1,0,1,1,1,1
8119,1,0,0,1,0,0,0,0,0,0
8120,1,0,0,0,0,0,0,0,0,1
8121,1,0,0,0,1,0,0,0,1,1
8122,0,0,0,0,0,0,1,1,1,1
8123,0,0,0,0,0,0,0,0,0,1
8124,1,0,0,0,0,0,1,1,1,1
8125,1,0,0,0,0,0,0,0,0,1
8126,1,0,0,1,0,0,0,0,0,1
8127,1,0,0,1,1,0,0,0,0,1
8128,1,0,0,1,0,0,0,0,0,0
8129,0,0,0,0,1,0,1,1,1,1
8130,1,0,0,0,1,0,0,0,0,1
8131,1,0,1,0,1,0,0,0,1,1
8132,1,0,0,1,1,0,1,1,1,1
8133,0,0,1,1,0,0,0,0,0,1
8134,1,0,0,0,1,0,0,0,0,1
8135,1,0,0,0,0,0,0,0,0,0
8136,1,0,0,1,1,0,1,1,1,1
8137,1,0,0,0,0,1,0,0,0,0
8138,1,0,1,1,1,0,1,1,1,1
8139,1,0,0,0,0,0,0,0,1,1
8140,1,1,1,0,0,0,1,1,1,1
8141,1,0,0,1,1,0,0,0,0,1
8142,1,0,0,0,0,1,1,1,1,1
8143,0,0,0,0,0,0,0,0,1,1
8144,1,0,0,1,0,0,0,0,0,1
8145,1,0,0,0,0,0,0,0,0,0
8146,1,0,0,1,0,0,0,0,0,1
8147,1,0,0,0,0,0,1,1,1,1
8148,1,0,0,0,0,0,0,0,1,1
8149,1,0,0,1,0,0,0,0,0,0
8150,1,0,0,1,0,0,0,0,0,1
8151,1,0,0,1,0,0,1,1,1,1
8152,1,0,0,0,0,0,1,1,1,1
8153,1,0,0,1,0,0,1,1,1,1
8154,1,0,0,0,0,0,0,0,0,1
8155,1,0,0,1,1,0,0,0,0,0
8156,1,0,0,1,0,0,0,0,1,1
8157,1,0,0,0,0,0,0,0,1,1
8158,1,0,0,0,1,0,0,0,1,1
8159,1,0,1,1,1,0,1,1,1,1
8160,1,0,0,0,0,0,0,0,0,1
8161,1,0,0,1,1,0,0,0,0,1
8162,1,0,0,0,1,0,1,1,1,1
8163,1,0,0,0,0,0,0,0,0,0
8164,1,0,0,0,1,0,1,1,1,1
8165,1,0,0,1,0,0,1,1,1,1
8166,1,0,0,0,0,0,1,1,1,1
8167,1,0,0,1,1,0,0,0,1,1
8168,1,0,0,1,1,0,0,0,0,0
8169,1,0,0,0,1,0,0,0,0,0
8170,1,0,0,0,1,0,1,1,1,1
8171,1,0,0,1,1,0,0,0,1,1
8172,1,0,1,1,0,0,1,1,1,1
8173,1,0,0,0,0,0,0,0,0,0
8174,1,0,0,1,0,1,0,0,1,1
8175,1,0,0,0,0,0,0,0,0,0
8176,0,0,0,0,1,0,0,0,0,0
8177,0,0,0,0,0,0,0,0,0,1
8178,1,0,1,1,0,0,0,0,0,1
8179,1,0,0,0,0,0,0,0,0,0
8180,1,0,0,1,1,0,0,0,0,0
8181,1,0,0,1,1,0,1,1,1,1
8182,1,0,0,1,0,0,1,1,1,1
8183,1,0,0,0,0,0,0,0,0,1
8184,1,0,0,0,0,0,1,1,1,1
8185,0,0,1,0,0,0,0,0,1,1
8186,1,0,0,1,0,0,0,0,0,0
8187,0,0,0,1,1,0,1,1,1,1
8188,1,0,0,1,0,0,1,1,1,1
8189,1,0,1,0,0,0,0,0,1,1
8190,1,0,0,1,1,0,0,0,0,0
8191,1,0,1,0,0,0,0,0,0,1
8192,0,0,1,0,0,0,0,0,0,0
8193,1,0,0,0,0,0,0,0,0,0
8194,1,0,0,0,0,0,0,0,0,1
8195,1,0,1,1,0,0,0,0,0,0
8196,0,0,0,0,0,0,1,1,1,1
8197,1,0,0,0,0,0,0,0,0,1
8198,1,0,0,1,0,0,0,0,1,1
8199,0,0,0,0,0,0,0,0,0,1
8200,1,0,0,1,0,0,0,0,0,1
8201,0,0,0,0,1,0,0,0,0,1
8202,0,0,1,0,1,0,0,0,0,1
8203,0,0,0,0,0,0,0,0,0,0
8204,0,0,0,1,1,0,1,1,1,1
8205,1,0,0,0,0,0,0,0,0,1
8206,1,0,0,0,0,0,0,0,0,0
8207,0,0,0,0,0,0,1,1,1,1
8208,0,0,0,0,1,0,0,0,0,1
8209,1,1,0,0,1,0,0,0,0,1
8210,1,0,0,0,1,1,0,0,0,0
8211,1,0,0,1,0,0,0,0,0,0
8212,1,0,0,0,1,0,0,0,0,1
8213,1,0,0,0,0,1,0,0,0,0
8214,0,0,0,1,0,0,1,1,0,1
8215,0,0,0,0,1,0,1,1,1,1
8216,1,0,0,1,0,0,0,0,0,0
8217,1,0,0,0,1,0,0,0,0,1
8218,1,0,0,1,0,0,0,0,0,1
8219,1,0,0,1,0,0,0,0,0,1
8220,1,0,0,0,0,0,1,1,1,1
8221,1,0,1,0,1,0,0,0,1,1
8222,1,0,0,0,0,1,0,0,0,0
8223,1,0,0,0,0,1,0,0,0,0
8224,1,0,0,0,0,0,0,0,0,0
8225,1,0,0,0,0,1,0,0,0,0
8226,1,0,0,0,0,1,0,0,0,1
8227,1,0,0,0,0,1,0,0,0,1
8228,1,0,0,0,0,1,0,0,0,1
8229,1,0,0,0,1,0,0,0,0,1
8230,0,0,0,0,1,0,0,0,0,1
8231,1,1,1,0,1,0,0,0,1,1
8232,1,0,0,0,0,1,0,0,0,0
8233,1,0,0,1,0,0,0,0,0,1
8234,1,0,0,1,0,0,0,0,0,1
8235,0,0,0,1,0,0,0,0,0,1
8236,1,0,0,0,0,0,1,1,1,1
8237,1,0,1,0,0,0,1,1,1,1
8238,0,0,0,0,1,0,0,0,0,0
8239,1,0,0,0,0,0,0,0,1,1
8240,1,0,0,0,0,0,1,1,1,1
8241,0,0,1,0,1,0,0,0,1,1
8242,1,0,1,1,0,0,1,1,1,1
8243,0,0,0,0,1,0,0,0,0,1
8244,0,0,1,1,1,0,1,1,1,1
8245,0,0,0,1,1,0,0,0,0,1
8246,1,0,0,1,1,0,0,0,0,0
8247,1,0,0,0,0,1,0,0,0,1
8248,1,0,0,1,0,0,0,0,1,1
8249,1,0,0,1,0,0,0,0,0,0
8250,1,1,0,1,1,0,1,1,1,1
8251,1,1,1,0,0,0,1,1,1,1
8252,1,0,0,0,0,0,0,0,0,0
8253,0,0,1,1,1,0,1,1,0,1
8254,0,0,1,0,0,0,0,0,0,1
8255,1,0,0,0,0,0,0,0,0,1
8256,1,0,0,0,0,0,0,0,0,1
8257,1,0,0,0,0,0,0,0,0,1
8258,1,0,0,0,0,0,0,0,0,1
8259,0,0,0,1,0,0,0,0,0,1
8260,1,0,0,0,0,0,0,0,1,1
8261,1,0,0,0,0,0,1,1,1,1
8262,0,0,1,0,1,0,0,0,1,1
8263,1,0,0,1,0,0,0,0,0,1
8264,1,1,1,1,0,0,1,1,1,1
8265,1,0,0,0,0,1,0,0,0,0
8266,1,0,0,1,0,0,0,0,1,1
8267,1,0,1,0,0,0,0,0,0,0
8268,1,0,0,0,0,0,0,0,1,1
8269,1,0,0,0,0,0,0,0,0,1
8270,0,1,0,1,1,0,1,1,1,1
8271,1,0,0,0,0,0,1,1,1,1
8272,1,0,0,0,1,0,0,0,0,1
8273,1,0,0,0,1,0,1,1,1,1
8274,0,0,0,0,0,1,1,1,1,0
8275,1,0,0,0,0,1,0,0,0,0
8276,1,0,0,0,0,0,1,1,1,1
8277,1,0,0,0,1,0,1,1,1,1
8278,1,0,0,1,1,0,0,0,0,1
8279,1,0,0,0,0,0,1,1,1,1
8280,1,0,0,1,1,0,0,0,0,0
8281,1,0,0,1,1,0,0,0,0,0
8282,1,0,0,1,1,0,1,1,1,1
8283,1,0,0,1,0,0,1,1,0,0
8284,1,0,0,1,0,0,0,0,1,1
8285,1,0,0,1,0,0,0,0,0,1
8286,1,0,0,0,0,0,1,1,1,0
8287,1,0,0,1,1,0,1,1,1,1
8288,1,0,1,1,0,0,0,0,1,1
8289,1,0,0,0,1,0,0,0,0,0
8290,1,0,0,1,0,0,0,0,0,0
8291,1,0,0,0,0,0,0,0,0,1
8292,1,0,1,1,1,0,0,0,0,1
8293,0,0,0,1,1,0,0,0,0,1
8294,1,0,0,0,0,0,0,0,0,0
8295,1,0,0,0,0,0,0,0,1,1
8296,1,0,0,0,1,0,1,1,1,1
8297,1,0,0,0,0,0,1,1,1,1
8298,1,0,0,0,1,0,1,1,1,1
8299,0,0,0,1,1,0,0,0,0,1
8300,1,0,0,0,0,0,0,0,0,0
8301,1,0,0,1,0,0,1,1,1,1
8302,0,0,0,0,1,0,0,0,1,1
8303,1,0,0,0,0,0,1,1,1,1
8304,1,0,0,1,1,0,0,0,1,1
8305,1,0,0,1,1,0,0,0,0,0
8306,1,0,0,0,0,0,0,0,0,0
8307,1,0,0,0,0,0,0,0,1,1
8308,1,0,0,0,0,0,1,1,1,1
8309,0,0,0,1,0,1,0,0,1,0
8310,1,0,0,1,0,0,1,1,1,1
8311,1,0,0,1,0,0,0,0,0,1
8312,1,0,0,0,0,0,0,0,0,0
8313,1,1,1,0,1,0,1,1,1,1
8314,1,0,0,0,1,0,0,0,0,1
8315,1,0,0,1,0,1,0,0,0,1
8316,1,0,0,1,0,0,0,0,0,1
8317,1,0,0,1,1,0,0,0,0,0
8318,1,0,0,1,0,0,0,0,0,1
8319,1,0,0,0,0,0,0,0,1,1
8320,1,0,0,1,0,0,0,0,0,1
8321,1,0,0,1,1,0,1,1,1,1
8322,1,0,0,0,1,0,0,0,0,1
8323,1,0,0,0,0,0,1,1,1,1
8324,1,0,0,1,0,0,0,0,0,0
8325,1,0,0,0,0,0,1,1,1,1
8326,1,0,0,1,0,0,0,0,0,1
8327,0,0,0,1,0,1,0,0,0,1
8328,1,0,0,0,0,0,0,0,1,0
8329,1,0,0,1,0,0,0,0,0,0
8330,1,0,0,1,0,1,0,0,0,0
8331,1,0,0,0,0,0,0,0,0,0
8332,1,0,0,1,0,0,1,1,1,1
8333,1,0,0,1,0,0,1,1,1,1
8334,0,0,0,0,1,0,0,0,0,1
8335,1,0,0,1,0,0,0,0,0,0
8336,1,0,0,0,0,0,0,0,0,0
8337,1,0,0,0,0,0,1,1,1,1
8338,0,1,0,1,1,0,1,1,1,1
8339,1,0,1,1,1,0,1,1,0,1
8340,0,0,0,0,0,0,0,0,1,1
8341,1,0,0,0,0,0,1,1,1,1
8342,0,0,0,0,0,0,0,0,0,0
8343,1,0,0,0,0,0,0,0,1,1
8344,1,0,0,1,0,0,1,1,1,1
8345,1,0,0,0,0,0,0,0,1,1
8346,1,0,0,0,0,0,1,1,1,1
8347,1,0,0,0,0,0,0,0,1,1
8348,1,0,0,1,1,0,1,1,0,1
8349,0,0,0,1,0,0,0,0,0,0
8350,1,0,0,1,1,0,0,0,0,1
8351,0,0,0,1,1,0,0,0,0,0
8352,1,0,0,0,0,0,1,1,1,0
8353,0,0,0,0,0,0,0,0,1,1
8354,1,0,0,1,1,0,1,1,1,1
8355,1,1,0,0,0,0,0,0,0,0
8356,0,0,0,1,0,0,0,0,0,0
8357,1,0,0,0,0,0,1,1,1,1
8358,1,0,0,1,0,0,0,0,0,0
8359,1,0,0,0,0,0,1,1,1,1
8360,1,0,0,0,1,0,1,1,1,1
8361,1,0,0,0,0,0,1,1,1,1
8362,1,0,0,0,1,0,0,0,0,0
8363,1,0,1,1,0,0,0,0,0,1
8364,1,0,0,1,0,0,0,0,1,1
8365,1,0,0,1,1,0,0,0,0,0
8366,1,0,0,0,0,0,0,0,0,0
8367,1,0,0,1,0,0,0,0,1,1
8368,1,0,0,0,0,0,0,0,0,0
8369,1,0,0,1,1,0,0,0,0,0
8370,1,0,1,0,0,0,1,1,1,1
8371,1,0,1,0,1,0,0,0,0,1
8372,0,0,0,1,0,0,0,0,0,1
8373,1,0,0,0,0,0,0,0,1,1
8374,1,0,0,1,1,0,0,0,0,0
8375,0,0,0,0,1,0,0,0,0,1
8376,1,0,0,0,0,1,1,1,1,1
8377,1,0,0,1,0,0,1,1,1,1
8378,1,0,0,1,1,0,1,1,1,1
8379,1,1,1,1,1,0,0,0,0,1
8380,1,0,0,0,1,0,0,0,0,0
8381,0,0,0,0,1,0,0,0,0,1
8382,1,0,0,0,0,0,0,0,0,1
8383,0,0,0,1,0,0,0,0,0,0
8384,1,0,0,1,0,0,0,0,0,1
8385,1,0,1,1,0,0,1,1,1,1
8386,1,0,0,1,0,0,1,1,1,1
8387,1,0,0,0,0,0,0,0,0,0
8388,1,0,0,0,0,0,0,0,1,1
8389,1,0,0,0,0,0,1,1,1,1
8390,1,0,0,0,0,0,0,0,0,1
8391,1,0,0,1,0,0,1,1,1,1
8392,0,0,0,1,1,0,1,1,1,1
8393,1,0,0,0,0,0,0,0,0,0
8394,1,0,0,0,0,0,0,0,0,1
8395,1,0,0,0,0,0,0,0,0,0
8396,1,0,0,0,0,0,0,0,0,1
8397,1,0,0,0,1,0,0,0,0,1
8398,1,0,0,0,1,0,0,0,1,1
8399,1,0,1,0,0,0,0,0,0,1
8400,1,0,1,0,0,1,0,0,0,1
8401,1,0,0,0,0,0,0,0,0,0
8402,0,0,0,1,0,0,0,0,0,1
8403,1,0,1,0,0,0,1,1,1,1
8404,1,1,0,1,0,0,0,0,1,1
8405,1,0,0,0,0,0,0,0,0,0
8406,1,0,0,1,1,0,1,1,0,1
8407,1,1,1,0,0,0,1,1,1,1
8408,1,0,1,0,0,0,0,0,0,1
8409,1,0,1,0,1,0,0,0,0,1
8410,1,0,0,0,0,0,1,1,1,1
8411,1,0,0,0,0,1,0,0,0,0
8412,1,0,0,0,0,0,0,0,0,0
8413,1,0,0,0,0,1,0,0,0,0
8414,0,0,0,0,0,0,0,0,0,0
8415,1,0,0,0,1,0,0,0,0,0
8416,1,0,0,0,1,0,0,0,1,1
8417,0,0,0,1,1,0,0,0,0,1
8418,1,0,0,0,0,0,0,0,0,0
8419,0,0,0,0,0,0,1,1,1,1
8420,0,0,0,0,0,0,1,1,1,1
8421,0,0,0,0,1,0,1,1,1,1
8422,1,0,0,1,0,0,0,0,1,1
8423,1,0,0,0,0,0,0,0,0,1
8424,0,0,1,1,1,0,1,1,1,1
8425,1,0,0,0,1,0,0,0,0,0
8426,0,0,0,0,0,0,0,0,0,0
8427,1,0,0,1,0,0,0,0,0,0
8428,1,0,0,0,0,0,0,0,1,1
8429,1,0,0,0,0,0,0,0,0,0
